ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Superintendent,Superintendent Title,Superintendent Location Code,Community School Sup Name,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,Executive Superintendent Location code,Executive Superintendent Name,Executive Superintendent Title,BCO Location Code,BCO Location Name,BCO Executive Director,BCO Executive Director Title
27Q317,Q317,Waterside Children's Studio School,3.427E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2009,Open,Q225,190 BEACH 110 STREET,ROCKAWAY PARK,NY,11694,4161810001,93800,414,32,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,DANA GERENDASI,Principal,718-634-1344,718-634-3884,27,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",CSD Superintendent Acting,Q827,"AMBERT, JENNIFER",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
27Q318,Q318,Waterside School For Leadership,3.427E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2009,Open,Q225,190 BEACH 110 STREET,ROCKAWAY PARK,NY,11694,4161810001,93800,414,32,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,LINDA MUNRO,Principal,718-634-1128,718-634-1185,27,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",CSD Superintendent Acting,Q827,"AMBERT, JENNIFER",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
27Q319,Q319,Village Academy,3.427E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2009,Open,Q053,10-45 NAMEOKE STREET,QUEENS,NY,11691,4155570025,103202,414,31,QN15,Far Rockaway-Bayswater,DORIS LEE,Principal,718-471-6042,718-471-6243,27,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",CSD Superintendent Acting,Q827,"AMBERT, JENNIFER",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
27Q323,Q323,Scholars' Academy,3.427E+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2005,Open,Q180,320 BEACH 104TH STREET,QUEENS,NY,11694,4161590012,93800,414,32,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,Michele Smyth,I.A. Principal,718-474-6918,718-945-8958,27,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",CSD Superintendent Acting,Q827,"AMBERT, JENNIFER",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
27Q324,Q324,Rockaway Park High School for Environmental Sustainability,3.427E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2010,Open,Q410,100-00 BEACH CHANNEL DRIVE,QUEENS,NY,11694,4161670099,93800,414,32,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,Miriam Zambrano Lamhao,Principal,718-734-3280,718-734-3286,27,27,HS08,NA,"MENDEZ, JUAN",HS Superintendent,HS08,NA,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
27Q333,Q333,Goldie Maple Academy,3.427E+11,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 2006,Open,Q198,3-65 BEACH 56 STREET,QUEENS,NY,11692,4158940011,97204,414,31,QN12,Hammels-Arverne-Edgemere,ANGELA LOGAN-SMITH,Principal,718-945-3300,718-945-3303,27,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",CSD Superintendent Acting,Q827,"AMBERT, JENNIFER",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
27Q334,Q334,Epic High School - North,3.427E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2014,Open,Q636,94-25 117TH STREET,QUEENS,NY,11419,4094350016,12000,409,28,QN54,Richmond Hill,Kristen Breen,Principal,718-570-8230,718-570-8231,27,27,HS08,NA,"MENDEZ, JUAN",HS Superintendent,HS08,NA,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
27Q336,Q336,Curious Young Learners Pre-K Center,NA,DOE,General Academic,District Pre-K Center,PK,NA,Jul 1 2018,Open,Q473,133-40 79TH STREET,QUEENS,NY,11414,4113580001,4402,410,32,BX26,Highbridge,NA,NA,NA,NA,27,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",CSD Superintendent Acting,Q827,"AMBERT, JENNIFER",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,NA,NA,NA,NA
27Q351,Q351,Rockaway Collegiate High School,3.427E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2011,Open,Q410,100-00 BEACH CHANNEL DRIVE,QUEENS,NY,11694,4161670099,93800,414,32,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,NA,NA,718-734-3290,718-734-3276,27,27,HS08,NA,"MENDEZ, JUAN",HS Superintendent,HS08,NA,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
27Q362,Q362,Wave Preparatory Elementary School,3.427E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2012,Open,Q215,535 BRIAR PLACE,QUEENS,NY,11691,4157720031,99801,414,31,QN15,Far Rockaway-Bayswater,Gemma Ferguson,Principal,718-327-7091,718-327-7097,27,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",CSD Superintendent Acting,Q827,"AMBERT, JENNIFER",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
27Q377,Q377,P.S. 377,3.427E+11,DOE,General Academic,Elementary,"PK,0K,01,02,SE","0K,01,02,03,04,05",Sep 1 2017,Open,Q335,150-15 RALEIGH STREET,QUEENS,NY,11417,4115580001,8800,410,32,QN56,Ozone Park,TRACY KEANE,Principal,929-398-3215,929-398-3218,27,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",CSD Superintendent Acting,Q827,"AMBERT, JENNIFER",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
27Q400,Q400,August Martin High School,3.427E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1942,Open,Q400,156-10 BAISLEY BOULEVARD,QUEENS,NY,11434,4122610001,29400,412,28,QN02,Springfield Gardens North,RORY PARNELL,Principal,718-528-2920,718-276-1846,27,27,HS08,NA,"MENDEZ, JUAN",HS Superintendent,HS08,NA,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
27Q475,Q475,Richmond Hill High School,3.427E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1929,Open,Q475,89-30 114 STREET,QUEENS,NY,11418,4093210001,12400,409,28,QN54,Richmond Hill,Neil Ganesh,I.A. Principal,718-846-3335,718-847-0980,27,27,HS08,NA,"MENDEZ, JUAN",HS Superintendent,HS08,NA,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
27Q480,Q480,John Adams High School,3.427E+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1930,Open,Q480,101-01 ROCKAWAY BOULEVARD,QUEENS,NY,11417,4095220032,9400,410,32,QN55,South Ozone Park,Daniel Scanlon,Principal,718-322-0500,718-738-9077,27,27,HS08,NA,"MENDEZ, JUAN",HS Superintendent,HS08,NA,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
27Q650,Q650,"High School for Construction Trades, Engineering and Architecture",3.427E+11,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2006,Open,Q650,94-06 104TH STREET,QUEENS,NY,11416,4093810044,11400,409,28,QN54,Richmond Hill,Lakeisha Gordon,Principal,718-846-6280,718-846-6283,27,27,HS08,NA,"MENDEZ, JUAN",HS Superintendent,HS08,NA,HS08,HS Network 08 Superintendent Office,"MENDEZ, JUAN",SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q008,Q008,J.H.S. 008 Richard S. Grossley,3.428E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1963,Open,Q008,108-35 167 STREET,QUEENS,NY,11433,4101780001,25800,412,27,QN01,South Jamaica,Katiana Louissaint,Principal,718-739-6883,718-526-2727,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q040,Q040,P.S. 040 Samuel Huntington,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06",Jul 1 1912,Open,Q040,109-20 UNION HALL STREET,QUEENS,NY,11433,4121510001,26000,412,28,QN01,South Jamaica,ALISON BRANKER,Principal,718-526-1906,718-526-1209,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q048,Q048,P.S. 048 William Wordsworth,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1936,Open,Q276,108-29 155 STREET,QUEENS,NY,11433,4101440047,25400,412,28,QN01,South Jamaica,PATRICIA MITCHELL,Principal,718-558-6700,718-558-6710,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q050,Q050,P.S. 050 Talfourd Lawn Elementary School,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06",Jul 1 1922,Open,Q050,143-26 101 AVENUE,QUEENS,NY,11435,4100240012,20600,412,28,QN61,Jamaica,Rina Manjarrez,Principal,718-526-5336,718-526-7261,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q054,Q054,P.S. 054 Hillside,3.428E+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1923,Open,Q054,86-02 127 STREET,QUEENS,NY,11418,4092800001,14201,409,29,QN54,Richmond Hill,ANITA PRASHAD,Principal,718-849-0962,718-847-4629,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q055,Q055,P.S. 055 Maure,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06",Jul 1 1939,Open,Q055,131-10 97 AVENUE,QUEENS,NY,11419,4094770001,15400,409,28,QN54,Richmond Hill,RALPH HONORE,Principal,718-849-3845,718-847-5473,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q072,Q072,Catherine & Count Basie Middle School 72,3.428E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1967,Open,Q072,133-25 GUY R BREWER BOULEVARD,QUEENS,NY,11434,4124950270,33402,412,28,QN02,Springfield Gardens North,Ativia Sandusky,I.A. Principal,718-723-6200,718-527-1675,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q080,Q080,PS 80 The Thurgood Marshall Magnet School of Multimedia and Communication,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1964,Open,Q080,171-05 137TH AVENUE,JAMAICA,NY,11434,4124950166,33402,412,28,QN02,Springfield Gardens North,Kersandra Cox,Principal,718-528-7070,718-949-0963,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q082,Q082,P.S. 082 Hammond,3.428E+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1906,Open,Q082,88-02 144 STREET,QUEENS,NY,11435,4096840008,21400,412,24,QN35,Briarwood-Jamaica Hills,Grisel Rodriguez,Principal,718-526-4139,718-297-0290,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q086,Q086,P.S. Q086,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","03,04,05,06",Jul 1 1970,Open,Q086,87-41 PARSONS BOULEVARD,QUEENS,NY,11432,4097740001,44800,408,24,QN35,Briarwood-Jamaica Hills,Rosita Rivera,Principal,718-291-6264,718-297-0298,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q099,Q099,P.S. 099 Kew Gardens,3.428E+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05,06",Jul 1 1924,Open,Q099,82-37 KEW GARDENS ROAD,QUEENS,NY,11415,4033600001,21600,409,29,QN60,Kew Gardens,Nicholas Sforza,Principal,718-544-4343,718-544-5992,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q101,Q101,P.S. 101 School in the Gardens,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06",Jul 1 1927,Open,Q101,2 RUSSELL PLACE,QUEENS,NY,11375,4032700001,72300,406,29,QN17,Forest Hills,MONIQUE LOPEZ-PANIAGUA,Principal,718-268-7230,718-575-3571,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q117,Q117,P.S. 117 J. Keld / Briarwood School,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1928,Open,Q117,85-15 143 STREET,QUEENS,NY,11435,4097230150,23200,408,24,QN35,Briarwood-Jamaica Hills,Jane Indelicato,Principal,718-526-4780,718-297-1796,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q121,Q121,P.S. 121 Queens,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1925,Open,Q121,126-10 109 AVENUE,QUEENS,NY,11420,4116070001,17000,410,28,QN55,South Ozone Park,Evelyn Vadi,Principal,718-558-1560,718-558-1565,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q139,Q139,P.S. 139 Rego Park,3.428E+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05,06",Jul 1 1929,Open,Q139,93-06 63 DRIVE,QUEENS,NY,11374,4030950050,69300,406,29,QN18,Rego Park,Natalie Perez,Principal,718-459-1044,718-997-8639,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q140,Q140,P.S. 140 Edward K Ellington,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06",Jul 1 1929,Open,Q140,166-01 116 AVENUE,QUEENS,NY,11434,4123410031,27800,412,27,QN76,Baisley Park,Robin Signal,Principal,718-657-4760,718-526-1051,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q144,Q144,P.S. 144 Col Jeromus Remsen,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06",Jul 1 1931,Open,Q144,69-20 JUNO STREET,QUEENS,NY,11375,4032120001,72900,406,29,QN17,Forest Hills,REVA GLUCK SCHNEIDER,Principal,718-268-2775,718-575-3734,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q157,Q157,J.H.S. 157 Stephen A. Halsey,3.428E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,SE","06,07,08,09",Jul 1 1948,Open,Q157,63-55 102ND STREET,QUEENS,NY,11374,4021260014,72100,406,29,QN17,Forest Hills,VINCENT SURACI,Principal,718-830-4910,718-830-4993,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q160,Q160,P.S. 160 Walter Francis Bishop,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06",Jul 1 1939,Open,Q160,109-59 INWOOD STREET,QUEENS,NY,11435,4119420302,19600,412,28,QN01,South Jamaica,Tiffany Hicks,Principal,929-398-3140,929-398-3142,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q161,Q161,P.S. 161 Arthur Ashe School,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06",Jul 1 2000,Open,Q161,101-33 124 STREET,QUEENS,NY,11419,4094910001,15600,409,28,QN54,Richmond Hill,JILL HODER,Principal,718-441-5493,718-441-6202,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q167,Q167,Metropolitan Expeditionary Learning School,3.428E+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2010,Open,Q686,91-30 METROPOLITAN AVENUE,QUEENS,NY,11375,4038860800,64500,406,29,QN17,Forest Hills,PATRICK FINLEY,Principal,718-286-3500,718-286-3501,28,28,HS12,NA,"Cheng, Alan",HS Superintendent,HS12,NA,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",SS02,"DUNN, RECY",Executive Superintendent,AFSA,Affinity Schools NYCDOE Citywide Office,Carolyne Quintana,FSC Executive Director
28Q174,Q174,P.S. 174 William Sidney Mount,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,06",Jul 1 1949,Open,Q174,65-10 DIETERLE CRESCENT,QUEENS,NY,11374,4031340024,69702,406,29,QN18,Rego Park,KARIN KELLY,Principal,718-897-7006,718-897-7254,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q175,Q175,P.S. 175 The Lynn Gross Discovery School,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1951,Open,Q175,64-35 102 STREET,QUEENS,NY,11374,4021280014,72100,406,29,QN17,Forest Hills,Angela Teutschman,Principal,718-897-8600,718-997-8644,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q182,Q182,P.S. 182 Samantha Smith,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Nov 20 1987,Open,Q277,153-27 88TH AVENUE,QUEENS,NY,11432,4097630023,23600,412,24,QN35,Briarwood-Jamaica Hills,ANDREW TOPOL,Principal,718-298-7700,718-298-7706,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q190,Q190,J.H.S. 190 Russell Sage,3.428E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1954,Open,Q190,68-17 AUSTIN STREET,QUEENS,NY,11375,4031720002,71305,406,29,QN17,Forest Hills,John Greggo,Principal,718-830-4970,718-830-3566,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q196,Q196,P.S. 196 Grand Central Parkway,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1953,Open,Q196,71-25 113 STREET,QUEENS,NY,11375,4022480100,75702,406,29,QN17,Forest Hills,SUSAN MIGLIANO,Principal,718-263-9770,718-575-3934,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q206,Q206,P.S. 206 The Horace Harding School,3.428E+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1954,Open,Q206,61-02 98 STREET,QUEENS,NY,11374,4020830123,71702,406,29,QN18,Rego Park,Joan Thomas,Principal,718-592-0300,718-271-7011,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
28Q217,Q217,J.H.S. 217 Robert A. Van Wyck,3.428E+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1956,Open,Q217,85-05 144 STREET,QUEENS,NY,11435,4097240173,23200,408,24,QN35,Briarwood-Jamaica Hills,PATRICK BURNS,Principal,718-657-1120,718-291-3668,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,"PATE, TAMMY",CSD Superintendent,Q828,"PATE, TAMMY",NA,NA,NA,SS06,"SPENCER, ANDRE",Executive Superintendent,QFSS,Queens South NYCDOE Borough Office,"WILKS, MARLENE",FSC Executive Director
